Name of Initiative, Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Western New York Integrated Care Collaborative, Inc.",Cheektowaga Senior Center,"3349 Broadway St  Cheektowaga NY 14227 (42.903565, -78.752537)",3349 Broadway St,,Cheektowaga,NY,14227,(716) 431-5100,1881101954,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Western New York Integrated Care Collaborative, Inc.",Amherst Senior Center,"370 John James Audubon Pkwy  Amherst NY 14228 (43.01622, -78.782183)",370 John James Audubon Pkwy,,Amherst,NY,14228,(716) 431-5100,1881101954,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Frank R Laurri Md & Associates Pc,Frank R Laurri Md & Associates Pc,"10175 Niagara Falls Blvd Ste 102 Niagara Falls NY 14304 (43.098041, -78.94417)",10175 Niagara Falls Blvd,Ste 102,Niagara Falls,NY,14304,(716) 205-0170,1902563646,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,United Memorial Medical Center,United Memorial Medical Center,"8745 Lake Rd Le Roy, NY 14482 (42.989577, -77.989723)",8745 Lake Rd,,Le Roy,NY,14482,(585) 815-6715,1669747085,Community Setting,720
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Upmc Chautauqua At Wca,Upmc Chautauqua At Wca,"207 Foote Ave Jamestown, NY 14701 (42.091237, -79.23295)",207 Foote Ave,,Jamestown,NY,14701,(716) 487-0141,1770573222,Administrative Location,730
Medicare Diabetes Prevention Program (MDPP) Expanded Model,A.M. Wade Nutrition Group,A M Wade Nutrition Group,"5750 Baum Blvd Fl 3 Pittsburgh PA 15206 (40.45868, -79.931853)",5750 Baum Blvd,Fl 3,Pittsburgh,PA,15206,(412) 973-6240,1750758561,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Dlp Conemaugh Memorial Medical Center Llc,Cmmc-Conemaugh Diabetes Institute,"1111 Franklin St Ste 120a Cmmc-Conemaugh Diabetes Institute Johnstown PA 15905 (40.304155, -78.919567)",1111 Franklin St Ste 120a,Cmmc-Conemaugh Diabetes Institute,Johnstown,PA,15905,(814) 534-6800,1760154975,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Sight Center Of Northwest Pennsylvania,The Sight Center Of Northwest Pa,"2545 W 26th St Erie, PA 16506 (42.090907, -80.13011)",2545 W 26th St,,Erie,PA,16506,(814) 455-0995 x 121,1477589836,Administrative Location,675
Medicare Diabetes Prevention Program (MDPP) Expanded Model,J C Blair Memorial Hospital,J C Blair Memorial Hospital,"1225 Warm Springs Ave  Huntingdon PA 16652 (40.493772, -78.01216)",1225 Warm Springs Ave,,Huntingdon,PA,16652,(814) 643-7054,1700878840,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Harrisburg Area Ymca,Harrisburg Area Ymca,"410 Fallowfield Rd Camp Hill, PA 17011 (40.23464, -76.944839)",410 Fallowfield Rd,West Shore Ymca,Camp Hill,PA,17011,(717) 737-9622 x 379622,1295278901,Community Setting,220
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Harrisburg Area Ymca,Harrisburg Area Ymca,"500 N Church St Elizabethville, PA 17023 (40.561153, -76.8186)",500 N Church St,Northern Dauphin County Branch Ymca,Elizabethville,PA,17023,(717) 362-9494 x 629494,1295278901,Community Setting,221
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Harrisburg Area Ymca,Harrisburg Area Ymca,"701 N Front St Harrisburg, PA 17101 (40.263863, -76.88972)",701 N Front St,East Shore Ymca,Harrisburg,PA,17101,(717) 232-9622,1295278901,Community Setting,222
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Harrisburg Area Ymca,Harrisburg Area Ymca,"805 N Front St Harrisburg, PA 17102 (40.264332, -76.890045)",805 N Front St,,Harrisburg,PA,17102,(717) 737-9622 x 12,1295278901,Administrative Location,223
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.",Latino Connection,"4211 Elmerton Ave  Harrisburg PA 17109 (40.298486, -76.82413)",4211 Elmerton Ave,,Harrisburg,PA,17109,(717) 805-8790,1326427022,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Harrisburg Area Ymca,Harrisburg Area Ymca,"2135 N 6th St Harrisburg, PA 17110 (40.281435, -76.890871)",2135 N 6th St,Camp Curtain Ymca,Harrisburg,PA,17110,(717) 238-9622,1295278901,Community Setting,219
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lancaster General Hospital,Lancaster General Hospital,"536 N Duke St Lancaster, PA 17602 (40.047111, -76.305354)",536 N Duke St,Penn Medicine Lgn Diabetes Prev Pro,Lancaster,PA,17602,(717) 544-7791,1023658465,Administrative Location,897
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Geisinger Health Plan,Geisinger Health Plan,"100 N Academy Ave Danville, PA 17822 (40.969585, -76.60622)",100 N Academy Ave,,Danville,PA,17822,(570) 214-9018,1790280725,Administrative Location,179
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Geisinger Health Plan,Geisinger Health Plan,"120 Hardwood Dr  Lewisburg PA 17837 (40.960782, -76.897341)",120 Hardwood Dr,,Lewisburg,PA,17837,(570) 556-4191,1790280725,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hartzells Pharmacy Inc,Hartzells Pharmacy Inc,"300 American St Catasauqua, PA 18032 (40.653713, -75.467574)",300 American St,,Catasauqua,PA,18032,(610) 264-5471,1164060851,Administrative Location,892
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.",Health Promo Council Se Pa Inc,"1500 Market Street Centre Square East Philadelphia PA 19102 (39.952572, -75.165291)",1500 Market Street,Centre Square East,Philadelphia,PA,19102,(215) 731-6250,1326427022,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Pennsylvania Hospital Of The University Of Pennsylvania Health Sys,The Pennsylvania Hospital Of The University Of Pennsylvania Health Sys,"700 Spruce St Duncan Bldg 4th Fl Pennsylvania Hospital Diabetes Educ Philadelphia PA 19106 (39.945193, -75.153709)",700 Spruce St Duncan Bldg,4th Fl Pennsylvania Hospital Diabetes Educ,Philadelphia,PA,19106,(215) 829-5717,1063489342,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Nursing Home Care Management Inc.,",Nursing Home Care Management Inc,"10890 Bustleton Ave Ste 211 Philadelphia PA 19116 (40.111134, -75.024773)",10890 Bustleton Ave,Ste 211,Philadelphia,PA,19116,(215) 383-0797,1063426831,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.",Visiting Nurses Association,"3300 Henry Ave  Philadelphia PA 19129 (40.01177, -75.184606)",3300 Henry Ave,,Philadelphia,PA,19129,(215) 473-0772,1326427022,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Temple Physicians Inc,Temple Physicians Inc,"2450 W Hunting Park Ave Fl 4 Philadelphia, PA 19129 (40.008691, -75.169436)",2450 W Hunting Park Ave Fl 4,Temple Administrative Services Bldg,Philadelphia,PA,19129,(215) 707-9927,1427603943,Administrative Location,668
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Chester County Hospital,Chester County Hospital,"701 E Marshall St West Chester, PA 19380 (39.97186, -75.600924)",701 E Marshall St,,West Chester,PA,19380,(610) 738-2835,1356333579,Administrative Location,65
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Health Promotion Council Of Southeastern Pennsylvania, Inc.",Montgomery County Human Services Ce,"1430 Dekalb St  Norristown PA 19401 (40.123143, -75.333038)",1430 Dekalb St,,Norristown,PA,19401,(610) 278-5926,1326427022,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Gateway Pharmacy Of Phoenixville Inc,Gateway Pharmacy Of Phoenixville Inc,"165 Nutt Rd Phoenixville, PA 19460 (40.128268, -75.525371)",165 Nutt Rd,The Gateway Pharmacy,Phoenixville,PA,19460,(610) 933-2609,1619926144,Administrative Location,890
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Pottstown Medical Specialists Inc,"Pottstown Medical Specialists, Inc","1601 Medical Dr Pottstown, PA 19464 (40.240277, -75.612038)",1601 Medical Dr,Pmsi Administrative Office,Pottstown,PA,19464,(610) 327-4200,1053428425,Administrative Location,523
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Bear-Glasgow Family Ymca,"351 George Williams Way Newark, DE 19702 (39.604704, -75.732182)",351 George Williams Way,,Newark,DE,19702,(302) 836-9622,1205381332,Community Setting,784
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Middletown Family Ymca,"404 N Cass St Middletown, DE 19709 (39.452454, -75.719646)",404 N Cass St,,Middletown,DE,19709,(302) 616-9622,1205381332,Community Setting,789
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Western Family Ymca,"2600 Kirkwood Hwy Newark, DE 19711 (39.706239, -75.685522)",2600 Kirkwood Hwy,,Newark,DE,19711,(302) 709-9622,1205381332,Community Setting,793
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Christiana Care Health Services Inc,Cchs Nutritional Services,"4755 Ogletown Stanton Rd Newark, DE 19718 (39.689909, -75.673228)",4755 Ogletown Stanton Rd,,Newark,DE,19718,(302) 661-3439,1770568107,Administrative Location,71
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,New Castle Senior Center,"400 South St New Castle, DE 19720 (39.658938, -75.567699)",400 South St,,New Castle,DE,19720,(302) 326-4209,1205381332,Community Setting,791
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Christiana Care Health Services Inc,Cchs Nutritional Services,"501 W 14th St Wilmington, DE 19801 (39.750572, -75.548955)",501 W 14th St,,Wilmington,DE,19801,(302) 661-3439,1770568107,Administrative Location,72
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Central Ymca,"501 W 11th St Wilmington, DE 19801 (39.748254, -75.551628)",501 W 11th St,,Wilmington,DE,19801,(302) 254-9622,1205381332,Community Setting,786
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Ymca Of Delaware Association Office,"100 W 10th St Wilmington, DE 19801 (39.745925, -75.548694)",100 W 10th St,Ste 1100,Wilmington,DE,19801,(302) 572-9622,1205381332,Administrative Location,794
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Brandywine Ymca,"3 Mount Lebanon Rd Wilmington, DE 19803 (39.806325, -75.551123)",3 Mount Lebanon Rd,,Wilmington,DE,19803,(302) 478-9622,1205381332,Community Setting,785
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Christiana Care Health Services Inc,Cchs Nutritional Services,"3301 Lancaster Pike Wilmington, DE 19805 (39.753174, -75.590231)",3301 Lancaster Pike,,Wilmington,DE,19805,(302) 623-3439,1770568107,Administrative Location,69
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Christiana Care Health Services Inc,Cchs Nutritional Services,"3506 Kennett Pike Wilmington, DE 19807 (39.770012, -75.588722)",3506 Kennett Pike,,Wilmington,DE,19807,(302) 623-3439,1770568107,Administrative Location,70
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Dover Ymca,"1137 S State St Dover, DE 19901 (39.144788, -75.522657)",1137 S State St,,Dover,DE,19901,(302) 346-9622,1205381332,Community Setting,787
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Modern Maturity,"1121 Forrest Ave Dover, DE 19904 (39.158746, -75.547371)",1121 Forrest Ave,,Dover,DE,19904,(302) 734-1200 x 129,1205381332,Community Setting,790
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Lewes Senior Center,"32083 Janice Rd Lewes, DE 19958 (38.749793, -75.19079)",32083 Janice Rd,,Lewes,DE,19958,(302) 645-9293,1205381332,Community Setting,788
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Men'S Christian Association Of Delaware,Sussex Family Ymca,"20080 Church St Rehoboth Beach, DE 19971 (38.711972, -75.098141)",20080 Church St,,Rehoboth Beach,DE,19971,(302) 296-9622,1205381332,Community Setting,792
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Healing Our Village Of Maryland, Inc.","Healing Our Village Of Maryland, Inc.","5425 14th Street Nw  Washington DC 20001 (38.955829, -77.033134)",5425 14th Street Nw,,Washington,DC,20001,(800) 788-0951,1699188367,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Providence Health Services Inc,Providence Health Services Inc,"1150 Varnum St Ne Washington, DC 20017 (38.942877, -76.990824)",1150 Varnum St Ne,Providence Health Systems,Washington,DC,20017,(202) 854-4069,1669453809,Administrative Location,599
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"5450 Cherry Hill Rd Huntingtown, MD 20639 (38.644048, -76.603949)",5450 Cherry Hill Rd,Bethel Way Of The Cross,Huntingtown,MD,20639,(410) 257-2053,1740848423,Community Setting,39
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"10210 H G Trueman Rd Lusby, MD 20657 (38.398347, -76.437218)",10210 H G Trueman Rd,Middleham Episcopal Parish,Lusby,MD,20657,(410) 326-4948,1740848423,Community Setting,32
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"20 Appeal Ln Lusby, MD 20657 (38.375915, -76.435461)",20 Appeal Ln,Southern Pines Senior Center,Lusby,MD,20657,(410) 586-2748,1740848423,Community Setting,36
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"100 Hospital Rd Prince Frederick, MD 20678 (38.558601, -76.597788)",100 Hospital Rd,Calvert Health Medical Center,Prince Frederick,MD,20678,(410) 535-4000,1740848423,Community Setting,31
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"105 Vianney Ln Prince Frederick, MD 20678 (38.537915, -76.580766)",105 Vianney Ln,St. John Vianney,Prince Frederick,MD,20678,(410) 535-0223,1740848423,Community Setting,33
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"450 W Dares Beach Rd Prince Frederick, MD 20678 (38.544841, -76.595246)",450 W Dares Beach Rd,Calvert Pines Senior Center,Prince Frederick,MD,20678,(410) 535-4606,1740848423,Community Setting,38
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"850 Costley Way Prince Frederick, MD 20678 (38.5563, -76.598928)",850 Costley Way,Calvert Library Prince Frederick,Prince Frederick,MD,20678,(410) 535-0291,1740848423,Community Setting,41
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"901 Dares Beach Rd Prince Frederick, MD 20678 (38.552924, -76.579172)",901 Dares Beach Rd,Harriett E Brown Community Center,Prince Frederick,MD,20678,(410) 535-1600 x 8200,1740848423,Community Setting,43
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"975 Solomons Island Rd N Prince Frederick, MD 20678 (38.558033, -76.59797)",975 Solomons Island Rd N,,Prince Frederick,MD,20678,(410) 535-5400 x 355,1740848423,Administrative Location,45
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"985 Prince Frederick Blvd Ste 201 Prince Frederick, MD 20678 (38.555462, -76.60149)",985 Prince Frederick Blvd Ste 201,Calvert Internal Medicine Group,Prince Frederick,MD,20678,(410) 535-2005,1740848423,Community Setting,46
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"11100 Asbury Cir Solomons, MD 20688 (38.346562, -76.466746)",11100 Asbury Cir,Asbury Solomons,Solomons,MD,20688,(410) 394-3000,1740848423,Community Setting,34
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"14090 Hg Trueman Rd Solomons, MD 20688 (38.332827, -76.465851)",14090 Hg Trueman Rd,Calvert Internal Medicine Group,Solomons,MD,20688,(410) 326-0305,1740848423,Community Setting,35
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"8924 Chesapeake Ave North Beach, MD 20714 (38.705113, -76.53317)",8924 Chesapeake Ave,Twin Beaches Comm Health Ctr,North Beach,MD,20714,(410) 257-7279,1740848423,Community Setting,42
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"9010 Dayton Ave North Beach, MD 20714 (38.706378, -76.534142)",9010 Dayton Ave,North Beach Senior Center,North Beach,MD,20714,(410) 257-4344,1740848423,Community Setting,44
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"4075 Gordon Stinnett Ave Chesapeake Beach, MD 20732 (38.692257, -76.538046)",4075 Gordon Stinnett Ave,Northeast Community Center,Chesapeake Beach,MD,20732,(410) 257-2554,1740848423,Community Setting,37
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Calvert County Health Department,Calvert County Health Department,"8120 Southern Maryland Blvd Owings, MD 20736 (38.691634, -76.639919)",8120 Southern Maryland Blvd,Calvert Library Fairview Branch,Owings,MD,20736,(410) 257-2101,1740848423,Community Setting,40
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Taylored 4 Life, Inc.","Taylored 4 Life, Inc","1450 Mercantile Ln Ste 205 Vibrant Health & Wellness Foundatio Largo MD 20774 (38.910055, -76.839039)",1450 Mercantile Ln Ste 205,Vibrant Health & Wellness Foundatio,Largo,MD,20774,(240) 462-7983,1114408291,,
