"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT","SUBGROUP - GENERAL","SUBGROUP - ACUTE CARE","SUBGROUP - ALCOHOL DRUG","SUBGROUP - CHILDRENS","SUBGROUP - LONG-TERM","SUBGROUP - PSYCHIATRIC","SUBGROUP - REHABILITATION","SUBGROUP - SHORT-TERM","SUBGROUP - SWING-BED APPROVED","SUBGROUP - PSYCHIATRIC UNIT","SUBGROUP - REHABILITATION UNIT","SUBGROUP - SPECIALTY HOSPITAL","SUBGROUP - OTHER","SUBGROUP - OTHER TEXT","REH CONVERSION FLAG","REH CONVERSION DATE","CAH OR HOSPITAL CCN"
O20021230000000,TX,00-09,PART A PROVIDER - HOSPITAL,1386652527,N,450825,6103734231,CORNERSTONE REGIONAL HOSPITAL LP,CORNERSTONE REGIONAL HOSPITAL,10/31/2001,TX,PARTNERSHIP,,P,2302  CORNERSTONE BLVD,,EDINBURG,TX,785398471,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20021230000006,VA,00-09,PART A PROVIDER - HOSPITAL,1780630608,N,490009,4789592718,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,UVA HEALTH SCIENCES CENTER,,,OTHER,STATE AGENCY,N,1215 LEE ST,,CHARLOTTESVILLE,VA,229080816,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,,N,,
O20021230000035,OR,00-09,PART A PROVIDER - HOSPITAL,1265431829,N,380051,8628986668,SALEM HEALTH,,,,CORPORATION,,N,890 OAK ST SE,,SALEM,OR,973013905,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20021230000037,OR,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1245237486,N,381308,7810804630,SALEM HEALTH WEST VALLEY,,03/14/2002,OR,CORPORATION,,N,525 SE WASHINGTON ST,,DALLAS,OR,973382834,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20021230000039,OR,00-09,PART A PROVIDER - HOSPITAL,1265431829,N,38S051,8628986668,SALEM HEALTH,SALEM HOSPITAL,09/26/1969,OR,CORPORATION,,N,1127 OAK ST SE,,SALEM,OR,973014020,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20021230000042,OR,00-09,PART A PROVIDER - HOSPITAL,1265431829,N,38T051,8628986668,SALEM HEALTH,SALEM HOSPITAL,09/26/1969,OR,CORPORATION,,N,890 OAK STREET SE,,SALEM,OR,97301,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,Y,N,N,N,Y,N,N,,N,,
O20030102000006,MA,00-09,PART A PROVIDER - HOSPITAL,1225002983,N,223029,6002724051,NEW ENGLAND REHABILITATION SERVICES OF CENTRAL MASSACHUSETTS INC,"FAIRLAWN REHABILITATION HOSPITAL, AN AFFILIATE OF ENCOMPASS HEALTH",08/12/1986,MA,CORPORATION,,P,189 MAY ST,,WORCESTER,MA,016024339,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20030103000007,TX,00-09,PART A PROVIDER - HOSPITAL,1285701623,N,320033,6901713502,PHC-LOS ALAMOS INC.,LOS ALAMOS MEDICAL CENTER,02/19/2002,NM,CORPORATION,,P,3917 WEST ROAD,LOS ALAMOS MEDICAL CENTER,LOS ALAMOS,NM,875442275,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,Y,N,N,N,N,N,,N,,
O20030103000020,WI,00-09,PART A PROVIDER - HOSPITAL,1477508687,N,520034,9436067402,AURORA HEALTH CARE NORTH INC,AURORA MEDICAL CENTER OF MANITOWOC,07/01/1975,WI,CORPORATION,,N,5000 MEMORIAL DR,,TWO RIVERS,WI,542413900,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030106000004,CA,00-09,PART A PROVIDER - HOSPITAL,1700843216,N,054078,5193633170,"AURORA LAS ENCINAS, LLC",AURORA LAS ENCINAS LLC,09/12/2002,CA,LLC,,P,2900 E DEL MAR BLVD,,PASADENA,CA,911074375,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,Y,N,N,Y,N,N,N,N,N,N,N,,N,,
O20030106000012,MA,00-09,PART A PROVIDER - HOSPITAL,1205893450,N,220083A,9133037120,"BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM, INC.","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM, INC.",08/24/1994,MA,CORPORATION,,N,145 CHESTNUT ST,,NEEDHAM,MA,024922503,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,,N,,
O20030108000014,AK,00-09,PART A PROVIDER - HOSPITAL,1487629333,N,024001,9537077557,FRONTLINE HOSPITAL LLC,NORTH STAR HOSPITAL,09/10/2002,DE,LLC,,P,2530 DEBARR RD,,ANCHORAGE,AK,995082948,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20030108000032,TN,00-09,PART A PROVIDER - HOSPITAL,1275531956,N,440059,7810805736,COOKEVILLE REGIONAL MEDICAL CENTER,,,,OTHER,CITY OWNED,N,1 MEDICAL CENTER BLVD,,COOKEVILLE,TN,385014294,MAIN/PRIMARY HOSPITAL LOCATION,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,,N,,
O20030113000013,WV,00-09,PART A PROVIDER - HOSPITAL,1184606600,N,510006,8123936010,UNITED HOSPITAL CENTER INC,"UNITED HOSPITAL CENTER, INC.",08/24/1970,WV,CORPORATION,,P,327 MEDICAL PARK DRIVE,,BRIDGEPORT,WV,263309006,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20030114000011,AZ,00-09,PART A PROVIDER - HOSPITAL,1295709954,N,033034,9335057231,YUMA REHABILITATION HOSPITAL LLC,"YUMA REHABILITATION HOSPITAL, AN AFFILIATION OF ENCOMPASS HEALTH AND Y",,,LLC,,P,901 W 24TH ST,,YUMA,AZ,853646384,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20030115000014,WV,00-09,PART A PROVIDER - HOSPITAL,1841271459,N,510001,9537077441,WEST VIRGINIA UNIVERSITY HOSPITALS INC,,07/01/1984,WV,CORPORATION,,N,ONE MEDICAL CENTER DRIVE,,MORGANTOWN,WV,265067911,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,ORGAN TRANSPLANT PROGRAM-ADULT HEART,N,,
O20030120000007,MS,00-09,PART A PROVIDER - HOSPITAL,1053375576,N,250034,9335057181,"BAPTIST MEMORIAL HOSPITAL NORTH MISSISSIPPI, INC",BMH-NORTH MISSISSIPPI,05/05/1989,MS,CORPORATION,,N,1100 BELK BLVD,,OXFORD,MS,386555242,MAIN/PRIMARY HOSPITAL LOCATION,,Y,N,N,N,N,N,N,Y,N,N,N,N,N,,N,,
O20030122000003,IN,00-09,PART A PROVIDER - HOSPITAL,1164475711,N,150133,1355259136,WARSAW HEALTH SYSTEM LLC,LUTHERAN KOSCIUSKO HOSPITAL,12/31/1998,DE,LLC,,P,2101 DUBOIS DR,,WARSAW,IN,465803210,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030127000013,NE,00-09,PART A PROVIDER - HOSPITAL,1699718437,N,280128,3678481389,NEBRASKA HEART HOSPITAL,CHI HEALTH NEBRASKA HEART,08/01/2001,NE,CORPORATION,,N,7500 S 91ST ST,,LINCOLN,NE,685269437,,HOSPITAL ACUTE CARE,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030128000007,NE,00-09,PART A PROVIDER - HOSPITAL,1306849005,N,280127,9436067154,LINCOLN SURGERY CENTER LLC,LINCOLN SURGICAL HOSPITAL,,,LLC,,P,1710 S 70TH ST,,LINCOLN,NE,685061676,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,Y,SURGICAL HOSPITAL,N,,
O20030129000002,FL,00-09,PART A PROVIDER - HOSPITAL,1699740373,N,103042,2365350006,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL, INC.",ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SPRING HILL,02/01/2000,DE,CORPORATION,,P,12440 CORTEZ BLVD,,BROOKSVILLE,FL,346132628,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20030129000004,TX,00-09,PART A PROVIDER - HOSPITAL,1720088412,N,452080,2264340900,TRIUMPH SOUTHWEST LP,KINDRED HOSPITAL SUGAR LAND,,,PARTNERSHIP,,P,1550 FIRST COLONY BLVD,,SUGAR LAND,TX,774794000,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,N,,
O20030130000017,OR,00-09,PART A PROVIDER - HOSPITAL,1609824010,N,380009,4284542945,OREGON HEALTH & SCIENCE UNIVERSITY,OHSU HOSPITALS & CLINICS,07/01/1995,OR,OTHER,GOVERNMENTAL ENTITY - PUBLIC CORPORATION,N,3181 SW SAM JACKSON PARK RD,,PORTLAND,OR,972393011,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,ORGAN TRANSPLANT,N,,
O20030131000003,WI,00-09,PART A PROVIDER - HOSPITAL,1861447179,N,520138,8628986536,AURORA HEALTH CARE METRO INC,,05/29/1935,WI,CORPORATION,,N,2900 W OKLAHOMA AVE,,MILWAUKEE,WI,532154330,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030203000008,TN,00-09,PART A PROVIDER - HOSPITAL,1255302923,N,440008,7719896414,LEXINGTON HOSPITAL CORPORATION,HENDERSON COUNTY COMMUNITY HOSPITAL,10/29/2002,TN,CORPORATION,,P,200 W CHURCH ST,,LEXINGTON,TN,383512038,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030203000020,OK,00-09,PART A PROVIDER - HOSPITAL,1659371268,N,372009,7214846914,SELECT SPECIALTY HOSPITAL - OKLAHOMA CITY INC,SELECT SPECIALTY HOSPITAL - OKLAHOM,06/23/1998,DE,CORPORATION,,P,3524 NW 56TH ST,,OKLAHOMA CITY,OK,731124518,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20030203000023,MA,00-09,PART A PROVIDER - HOSPITAL,1831151455,N,220163,6204745904,UMASS MEMORIAL MEDICAL CENTER INC,"UMASS MEMORIAL MEDICAL CENTER, INC.",12/16/1997,MA,CORPORATION,,N,55 LAKE AVE N,,WORCESTER,MA,016550002,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030204000016,CO,00-09,PART A PROVIDER - HOSPITAL,1720038946,N,069865,0143139857,"HCA-HEALTHONE, LLC",PRESBYTERIAN/ST. LUKES MEDICAL CENTER,10/31/1995,CO,LLC,,P,1719 E 19TH AVE,,DENVER,CO,802181235,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030214000003,TX,00-09,PART A PROVIDER - HOSPITAL,1124007240,N,45T058,1052220670,VHS SAN ANTONIO PARTNERS LLC,BAPTIST MEDICAL CENTER,09/25/2002,DE,LLC,,P,111 DALLAS ST,,SAN ANTONIO,TX,782051201,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20030214000017,MS,00-09,PART A PROVIDER - HOSPITAL,1194770404,N,250038,0840109476,MADISON HMA LLC,MERIT HEALTH MADISON,02/27/2002,MS,LLC,,P,161 RIVER OAKS DR,,CANTON,MS,390465375,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030219000007,WI,00-09,PART A PROVIDER - HOSPITAL,1982780094,N,520100,8224947858,BELOIT HEALTH SYSTEM INC,BELOIT MEMORIAL HOSPITAL,10/01/1963,WI,CORPORATION,,N,1969 W HART RD,,BELOIT,WI,535112230,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,Y,N,N,N,N,N,,N,,
O20030220000021,IN,00-09,PART A PROVIDER - HOSPITAL,1306897335,N,159801,9537078027,IOM HEALTH SYSTEM LP,LUTHERAN HOSPITAL OF INDIANA,09/26/1995,IN,PARTNERSHIP,,P,7950 W JEFFERSON BLVD,,FORT WAYNE,IN,468044140,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030224000000,VA,00-09,PART A PROVIDER - HOSPITAL,1942266515,N,492007,1759290273,HOSPITAL FOR EXTENDED RECOVERY,HOSPITAL FOR EXTENDED RECOVERY,12/14/1982,VA,CORPORATION,,N,600 GRESHAM DRIVE,SUITE 700,NORFOLK,VA,235071904,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20030224000043,SD,00-09,PART A PROVIDER - HOSPITAL,1477754950,Y,433300,8729997267,CHILDRENS CARE HOSPITAL AND SCHOOL,LIFESCAPE,05/19/1947,SD,CORPORATION,,N,2501 W 26TH ST,,SIOUX FALLS,SD,571052446,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,Y,N,N,N,N,N,N,N,N,N,,N,,
O20030227000011,TX,00-09,PART A PROVIDER - HOSPITAL,1093783391,N,450163,8426967894,CHRISTUS SPOHN HEALTH SYSTEM CORPORATION,CHRISTUS SPOHN HOSPITAL KLEBERG,08/10/1965,TX,CORPORATION,,N,1311 E GENERAL CAVAZOS BLVD,,KINGSVILLE,TX,783637197,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030228000027,MI,00-09,PART A PROVIDER - HOSPITAL,1700886652,N,232035,6608785092,SELECT SPECIALTY HOSPITAL - KALAMAZOO INC,SELECT SPECIALTY HOSPITAL - BATTLE CREEK,11/01/2001,DE,CORPORATION,,P,300 N AVE UNITS 6100A & 6200B HALL,SELECT SPECIALTY HOSPITAL - BATTLE CREEK,BATTLE CREEK,MI,490075341,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20030303000008,PA,00-09,PART A PROVIDER - HOSPITAL,1821198755,Y,390003,7618886011,GEISINGER BLOOMSBURG HOSPITAL,THE BLOOMSBURG HOSPITAL,01/01/1982,PA,CORPORATION,,N,549 FAIR ST,THE BLOOMSBURG HOSPITAL,BLOOMSBURG,PA,178151419,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030305000035,MO,00-09,PART A PROVIDER - HOSPITAL,1518065523,N,260011,8921917352,SSM REGIONAL HEALTH SERVICES,SSM HEALTH ST MARYS HOSPITAL JEFFERSON CITY,08/04/1965,MO,CORPORATION,,N,2505 MISSION DRIVE,,JEFFERSON CITY,MO,651099508,OTHER HOSPITAL PRACTICE LOCATION,ACUTE CARE HOSPITAL,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030306000014,WV,00-09,PART A PROVIDER - HOSPITAL,1750332565,N,510048,9537078977,LOGAN GENERAL HOSPITAL LLC,LOGAN REGIONAL MEDICAL CENTER,08/23/2002,DE,LLC,,P,20 HOSPITAL DRIVE,,LOGAN,WV,256013452,OTHER HOSPITAL PRACTICE LOCATION,GENERAL ACUTE HOSPITAL,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030310000005,MO,00-09,PART A PROVIDER - HOSPITAL,1134187842,N,260027,2163331430,"MIDWEST DIVISION - RMC, LLC",RESEARCH MEDICAL CENTER,01/24/2003,DE,LLC,,P,2316 E MEYER BLVD,,KANSAS CITY,MO,641321136,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030310000007,CA,00-09,PART A PROVIDER - HOSPITAL,1043395742,N,052037,8426967795,THC-ORANGE COUNTY LLC,KINDRED HOSPITAL - ONTARIO,09/02/1994,CA,LLC,,P,550 N MONTEREY AVE,,ONTARIO,CA,917643318,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20030310000015,NC,00-09,PART A PROVIDER - HOSPITAL,1881772713,N,342012,0648187674,KINDRED HOSPITALS EAST LLC,KINDRED HOSPITAL-GREENSBORO,,,LLC,,P,2401 S SIDE BLVD,,GREENSBORO,NC,274063311,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20030311000010,IL,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1902849649,Y,141313,2466360607,MASON HOSPITAL DISTRICT,MASON DISTRICT HOSPITAL,,IL,OTHER,GOVERNMENT,N,615 N PROMENADE ST,BOX 530,HAVANA,IL,626440530,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030312000005,MA,00-09,PART A PROVIDER - HOSPITAL,1043299001,Y,220060,8224947536,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH INC,,01/01/1985,MA,CORPORATION,,N,275 SANDWICH ST,,PLYMOUTH,MA,023602183,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030317000024,MS,00-09,PART A PROVIDER - HOSPITAL,1205882669,N,250096,0941119184,BRANDON HMA LLC,MERIT HEALTH RANKIN,03/17/1969,MS,LLC,,P,350 CROSSGATES BLVD,,BRANDON,MS,390422601,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030317000038,WA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1225033814,N,501330,1658280896,SUNNYSIDE COMMUNITY HOSPITAL ASSOCIATION,ASTRIA SUNNYSIDE HOSPITAL,04/04/1985,WA,CORPORATION,,N,1016 TACOMA AVE,,SUNNYSIDE,WA,989442263,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030317000039,NC,00-09,PART A PROVIDER - HOSPITAL,1508843566,N,340015,3375452519,NOVANT HEALTH ROWAN MEDICAL CENTER LLC,NOVANT HEALTH ROWAN MEDICAL CENTER,04/08/1933,NC,CORPORATION,,N,612 MOCKSVILLE AVE,,SALISBURY,NC,281442732,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030319000000,MI,00-09,PART A PROVIDER - HOSPITAL,1992812580,Y,230105,9931018181,MCLAREN NORTHERN MICHIGAN,,02/08/1977,MI,CORPORATION,,N,416 CONNABLE AVE,,PETOSKEY,MI,497702212,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030319000024,OR,00-09,PART A PROVIDER - HOSPITAL,1962453134,Y,380014,1557270725,GOOD SAMARITAN HOSPITAL CORVALLIS,GOOD SAMARITAN REGIONAL MEDICAL CENTER,12/08/1948,OR,CORPORATION,,N,3600 NW SAMARITAN DR,,CORVALLIS,OR,973303737,MAIN/PRIMARY HOSPITAL LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030321000037,TN,00-09,PART A PROVIDER - HOSPITAL,1871530832,N,440046,3476462664,CENTRAL TENNESSEE HOSPITAL CORPORATION,TRISTAR HORIZON MEDICAL CENTER,05/10/1995,TN,CORPORATION,,P,111 HIGHWAY 70 E,,DICKSON,TN,370552080,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20030326000004,MI,00-09,PART A PROVIDER - HOSPITAL,1942370754,N,23T105,9931018181,MCLAREN NORTHERN MICHIGAN,,02/08/1977,MI,CORPORATION,,N,416 CONNABLE AVE,,PETOSKEY,MI,497702212,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20030327000003,TX,00-09,PART A PROVIDER - HOSPITAL,1316931835,Y,450584,5496663726,WILBARGER COUNTY HOSPITAL DISTRICT,WILBARGER GENERAL HOSPITAL,07/18/1969,TX,OTHER,GOVT SUBDIV OF THE STATE OF TEXAS,N,920 HILLCREST DR,WILBARGER GENERAL HOSPITAL,VERNON,TX,763843132,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030327000007,IL,00-09,PART A PROVIDER - HOSPITAL,1376644385,N,140290,9335058569,ST ALEXIUS MEDICAL CENTER,ST ALEXIUS MEDICAL CENTER,08/21/1998,IL,CORPORATION,,N,1555 BARRINGTON RD,,HOFFMAN ESTATES,IL,601691019,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030327000008,NY,00-09,PART A PROVIDER - HOSPITAL,1326143058,N,33T125,0244149474,ROCHESTER GENERAL HOSPITAL,ROCHESTER GENERAL-REHAB,12/28/1951,NY,OTHER,"VOLUNTARY, NONPROFIT",N,1425 PORTLAND AVE,,ROCHESTER,NY,146213001,HOSPITAL REHABILITATION UNIT,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20030327000012,MO,00-09,PART A PROVIDER - HOSPITAL,1770536740,N,260034,8123937356,BATES COUNTY MEMORIAL HOSPITAL,BATES COUNTY MEMORIAL HOSPITAL,,,OTHER,COUNTY HOSPITAL,N,615 W NURSERY ST,,BUTLER,MO,647301840,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,,N,,
O20030328000059,NC,00-09,PART A PROVIDER - HOSPITAL,1881614071,N,340064,6507775640,WRMC HOSPITAL OPERATING CORPORATION,WILKES REGIONAL MEDICAL CENTER,12/04/2002,NC,CORPORATION,,N,1370 WEST D STREET,,NORTH WILKESBORO,NC,286593506,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030331000022,OR,00-09,PART A PROVIDER - HOSPITAL,1831112358,Y,380007,4587573639,LEGACY EMANUEL HOSPITAL & HEALTH CENTER,LEGACY EMANUEL MEDICAL CENTER,02/03/1912,OR,CORPORATION,,N,2801 N GANTENBEIN AVE,,PORTLAND,OR,972271623,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030331000025,OR,00-09,PART A PROVIDER - HOSPITAL,1780608216,Y,380017,0547179939,LEGACY GOOD SAMARITAN HOSPITAL AND MEDICAL CENTER,LEGACY GOOD SAMARITAN MEDICAL CENTER,01/22/1891,OR,OTHER,501C3,N,1015 NW 22ND AVE,,PORTLAND,OR,972103025,OTHER HOSPITAL PRACTICE LOCATION,ACUTE HOSPITAL,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030331000048,VT,00-09,PART A PROVIDER - HOSPITAL,1720042203,N,470005,7214846377,RUTLAND HOSPITAL INC,RUTLAND REGIONAL MEDICAL CENTER,11/27/1892,VT,CORPORATION,,N,160 ALLEN ST,,RUTLAND,VT,057014560,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030401000006,TX,00-09,PART A PROVIDER - HOSPITAL,1689628984,N,450647,0446169510,COLUMBIA HOSPITAL AT MEDICAL CITY DALLAS SUBSIDIARY LP,MEDICAL CITY DALLAS,02/27/1997,TX,PARTNERSHIP,,P,7777 FOREST LN,MEDICAL CITY DALLAS HOSPITAL,DALLAS,TX,752302571,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030401000012,TX,00-09,PART A PROVIDER - HOSPITAL,1063466035,N,450617,1052220126,CHCA CLEAR LAKE LP,HCA HOUSTON HEALTHCARE CLEAR LAKE,11/15/1999,DE,OTHER,LIMITED PARTNERSHIP,P,500 MEDICAL CENTER BLVD,CLEAR LAKE REGIONAL MEDICAL CENTER,WEBSTER,TX,775984220,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030401000015,TX,00-09,PART A PROVIDER - HOSPITAL,1699726406,N,450651,8224947395,"COLUMBIA MEDICAL CENTER OF PLANO SUBSIDIARY, L.P.",MEDICAL CITY PLANO,02/27/1997,TX,PARTNERSHIP,,P,3901 W 15TH ST,,PLANO,TX,750757738,OTHER HOSPITAL PRACTICE LOCATION,ACUTE CARE HOSPITAL,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030401000018,TX,00-09,PART A PROVIDER - HOSPITAL,1023065794,N,450674,8123937208,CHCA WOMANS HOSPITAL LP,THE WOMAN'S HOSPITAL OF TEXAS,01/14/2000,DE,PARTNERSHIP,,P,7600 FANNIN ST,,HOUSTON,TX,770541906,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030402000012,MO,00-09,PART A PROVIDER - HOSPITAL,1225085871,N,260190,7315856499,MIDWEST DIVISION - LSH LLC,LEES SUMMIT MEDICAL CENTER,01/31/2003,DE,LLC,,P,2100 SE BLUE PKWY,,LEES SUMMIT,MO,640631007,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL FACILITY,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030402000028,IN,00-09,PART A PROVIDER - HOSPITAL,1699757401,N,150104,4082523170,WITHAM MEMORIAL HOSPITAL,WITHAM HEALTH SERVICES,,,OTHER,GOVT 501(C)3,N,2605 N LEBANON ST,,LEBANON,IN,460521476,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20030404000020,TX,00-09,PART A PROVIDER - HOSPITAL,1861492670,N,452087,4981513900,SELECT SPECIALTY HOSPITAL - LONGVIEW INC,SELECT SPECIALTY HOSPITAL LONGVIEW,02/19/2003,DE,CORPORATION,,P,700 E MARSHALL AVE,1ST AND GROUND FL WEST,LONGVIEW,TX,756015580,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20030407000007,NC,00-09,PART A PROVIDER - HOSPITAL,1497797088,N,340114,0840109864,REX HOSPITAL INC,"REX HOSPITAL, UNC REX HOSPITAL",04/04/1986,NC,CORPORATION,,N,4420 LAKE BOONE TRL,,RALEIGH,NC,276077505,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
